,Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count,Ship Late Day count,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight
6180,1447360220.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697087,PLANT03,PORT09,318,0.0686906578174566
6181,1447267027.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697071,PLANT03,PORT09,373,0.8009605744767281
6182,1447329900.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697072,PLANT03,PORT09,1299,6.182127711319522
6183,1447211859.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697072,PLANT03,PORT09,886,3.709276626791713
6184,1447316664.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697072,PLANT03,PORT09,1320,6.182127711319522
6185,1447383756.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697072,PLANT03,PORT09,2299,11.26
6186,1447229249.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697072,PLANT03,PORT09,2273,12.06
6187,1447187863.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697080,PLANT03,PORT09,2296,12.851561553387768
6188,1447317906.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697080,PLANT03,PORT09,2262,12.851561553387768
6189,1447288340.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697080,PLANT03,PORT09,1318,5.925780776693884
6190,1447163359.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697080,PLANT03,PORT09,1332,5.925780776693884
6191,1447338963.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697080,PLANT03,PORT09,2258,11.851561553387768
6192,1447296417.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697072,PLANT03,PORT09,3309,15.879999999999999
6193,1447421586.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697086,PLANT03,PORT09,336,0.5305647625236821
6194,1447304747.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697086,PLANT03,PORT09,338,0.31833885751420926
6195,1447326476.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697085,PLANT03,PORT09,5295,24.432957903392076
6196,1447165085.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697085,PLANT03,PORT09,2261,8.97318316135683
6197,1447296416.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697085,PLANT03,PORT09,2286,8.97318316135683
6198,1447369731.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697085,PLANT03,PORT09,2240,8.97318316135683
6199,1447326475.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697085,PLANT03,PORT09,2280,8.97318316135683
6200,1447251218.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697085,PLANT03,PORT09,1300,4.486591580678415
6201,1447288341.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697084,PLANT03,PORT09,5315,19.425125412466116
6202,1447165074.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697084,PLANT03,PORT09,3918,15.164801450770293
6203,1447251202.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697084,PLANT03,PORT09,5333,20.425125412466116
6204,1447326474.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697084,PLANT03,PORT09,2311,7.770050164986447
6205,1447165075.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697084,PLANT03,PORT09,1598,5.260323961695825
6206,1447355528.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697084,PLANT03,PORT09,2330,7.770050164986447
6207,1447197177.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1697084,PLANT03,PORT09,2254,7.770050164986447
6208,1447209468.7,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1654623,PLANT03,PORT09,374,2.1212195121951214
